llm_model_name,dataset_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,step_idx,is_warmup_step,timestamp,num_inference_requests,num_prefilling_tokens,num_decoding_tokens,num_finetuning_fwd_tokens,num_finetuning_bwd_tokens,num_bwd_layers
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,244,0,32883522,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,245,0,32921176,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,246,0,32958728,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,247,0,32996417,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,248,0,33033929,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,249,0,33071526,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,250,0,33109041,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,251,0,33146748,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,252,0,33184213,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,253,0,33221792,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,254,0,33259414,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,255,0,33297133,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,256,0,33334818,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,257,0,33372376,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,258,0,33409913,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,259,0,33447583,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,260,0,33485333,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,261,0,33523121,8,0,8,0,0,0
